transaction_id,account_id,transaction_date,amount,transaction_type,category,description,merchant,currency,status
316,5304,11/07/2023,517.44,DEBIT,Retail,Whole Foods,Whole Foods,USD,Complete
317,5256,02/02/2024,-9350.2,Debit,Retail,Shopping,Starbucks,USD,Failed
318,5055,2023-01-01,-8143.22,debit,Food & Dining,Food & Dining,Target,USD,Pending
319,5111,07/15/2023,8326.35,debit,Health,Starbucks,Starbucks,MXN,PENDING
320,5105,"May 04, 2023",1659.35,CR,dining,Food & Dining,Google,EUR,FAILED
321,5355,2023-06-06,-3777.22,debit,Utilities,Utilities,Amazon,USD,F
322,5144,2023-10-16,7618.64,Credit,airline,N/A,Amazon,GBP,P
323,5360,05/15/2024,8060.49,credit,utility,CVS Pharmacy,CVS Pharmacy,GBP,failed
324,5191,"May 30, 2023",-6073.85,DR,Purchase,null,Target,USD,Pending
325,5222,03/30/2023,3162.31,CR,PAYROLL,Payroll,Apple,USD,Pending
326,5260,2023-05-29,-6010.99,Debit,retail,N/A,United Airlines,USD,declined
327,5058,28-May-2024,-5467.34,Debit,food,null,Shell,USD,P
328,5337,02/07/2024,3336.43,credit,bills,bills,CVS Pharmacy,USD,FAILED
329,5001,2024-05-31,1372.23,Credit,WIRE,WIRE,Whole Foods,GBP,Completed
330,5009,"Feb 01, 2023",1968.12,credit,payroll,Walmart,Walmart,USD,failed
331,5207,2023-01-11,-3684.21,DR,DD,unknown,Spotify,USD,Completed
332,5256,24-Nov-2023,-2430.67,DR,Shopping,,Spotify,USD,Completed
333,5195,2023-02-09,4511.81,credit,travel,N/A,Google,USD,pending
334,5384,2023-12-12,9348.02,CR,bills,bills,Walmart,GBP,Failed
335,5346,"Jan 29, 2023",-4770.19,DR,travel,travel,Walmart,USD,declined
336,5232,10/28/2023,2758.43,credit,ATM,N/A,Walmart,USD,PENDING
337,5128,06-Jan-2023,-7073.3,Debit,health,,Whole Foods,USD,Complete
338,5366,2024-03-31,-1562.95,debit,TRANSFER,United Airlines,United Airlines,CAD,failed
339,5279,19-Apr-2023,319.57,DR,medical,,Apple,USD,pending
340,5260,07-Sep-2023,230.01,Credit,ATM,Netflix,Netflix,EUR,PENDING
341,5035,2023-07-09,-5317.27,Debit,Healthcare,Healthcare,unknown,USD,completed
342,5269,"Sep 30, 2023",8363.77,CR,Restaurants,N/A,CVS Pharmacy,EUR,Complete
343,5051,06/26/2023,6017.63,credit,MEDICAL,Healthcare,Netflix,USD,PENDING
344,5263,2023-03-16,5956.31,CREDIT,atm,N/A,United Airlines,USD,Completed
345,5165,"Feb 09, 2024",-6381.06,DR,restaurants,N/A,Target,USD,failed
346,5387,2023-06-11,4952.43,credit,bills,Utilities,United Airlines,USD,FAILED
347,5398,30-May-2023,2635.92,CREDIT,food & drink,Spotify,Spotify,USD,Declined
348,5241,2024-06-07,-7195.71,Debit,Hotel,Shell,Shell,USD,failed
349,5138,10/05/2023,2974.68,Credit,Direct Deposit,Starbucks,Starbucks,USD,P
350,5347,26-Feb-2024,5679.13,Credit,direct deposit,direct deposit,Google,USD,failed
351,5352,06-Jan-2024,7581.49,Debit,shopping,shopping,Whole Foods,USD,declined
352,5332,2024-05-23,3721.1,CR,shopping,Spotify,Spotify,USD,completed
353,5193,07-Feb-2024,1795.63,CR,food,unknown,Netflix,USD,Complete
354,5137,02/22/2023,9326.14,CR,Health,Health,Walmart,USD,completed
355,5186,"Feb 25, 2023",2635.6,DEBIT,food,food,Apple,USD,Completed
356,5339,03-Mar-2023,3207.92,DEBIT,food,Spotify,Spotify,USD,Declined
357,5122,05-Jun-2023,7242.57,DR,food & drink,,Walmart,USD,completed
358,5049,10-Sep-2023,-2299.99,Debit,healthcare,null,Whole Foods,USD,Failed
359,5308,"Jan 31, 2024",-2206.48,DR,airline,Travel,United Airlines,USD,P
360,5392,"Oct 06, 2023",4669.95,CREDIT,utility,null,null,USD,Failed
361,5106,17-Jan-2024,735.81,DR,CASH,unknown,Shell,USD,C
362,5128,"Oct 25, 2023",-5704.54,debit,Bills,Utilities,Walmart,USD,pending
363,5293,20-Dec-2023,195.67,CR,Retail,Retail,Starbucks,USD,C
364,5188,2023-09-24,1601.98,Credit,TRAVEL,TRAVEL,Shell,USD,completed
365,5363,12-Jun-2023,-2379.47,DEBIT,Transfer,Transfer,United Airlines,USD,Complete
366,5210,"Nov 16, 2023",-635.33,debit,cash,cash,CVS Pharmacy,USD,Complete
367,5009,07/20/2023,-7342.17,Debit,TRANSFER,TRANSFER,Shell,USD,P
368,5096,2023-09-09,-8126.51,debit,food & drink,,Target,USD,COMPLETED
369,5068,09/05/2023,7440.21,CR,retail,retail,Google,USD,failed
370,5311,"Feb 13, 2023",1291.95,CR,Wire,unknown,Google,USD,failed
371,5267,12/29/2023,-2389.33,Debit,health,Healthcare,Amazon,USD,Failed
372,5189,"Nov 02, 2023",-3635.05,debit,Wire,Wire,Whole Foods,USD,PENDING
373,5303,"May 24, 2023",2323.43,CR,Salary,CVS Pharmacy,CVS Pharmacy,EUR,declined
374,5105,19-Apr-2024,-9116.41,Debit,Cash,,Amazon,USD,declined
375,5198,2024-03-19,3371.0,CR,xfer,CVS Pharmacy,CVS Pharmacy,USD,Pending
376,5100,2023-11-14,9424.95,DEBIT,ATM,N/A,Shell,CAD,pending
377,5172,2024-04-16,3102.85,credit,retail,Shopping,United Airlines,USD,COMPLETED
378,5194,"Dec 05, 2023",1368.4,Credit,Airline,Airline,Starbucks,USD,Completed
379,5023,07-Nov-2023,-1848.49,DR,DINING,DINING,Spotify,USD,Completed
380,5034,"Jun 17, 2023",6909.03,Credit,Restaurants,Food & Dining,Target,USD,completed
381,5343,15-Apr-2024,6915.53,CR,retail,Netflix,Netflix,USD,P
382,5080,"Jun 16, 2024",-2149.66,DEBIT,Direct Deposit,Payroll,Google,MXN,Failed
383,5154,2023-09-21,5273.08,Credit,transfer,Target,Target,USD,pending
384,5381,"Feb 14, 2024",3147.19,CR,MEDICAL,,Amazon,EUR,Declined
385,5222,"Jun 07, 2023",9294.43,CREDIT,medical,,CVS Pharmacy,USD,Failed
386,5110,2024-02-20,-2234.32,Debit,health,Healthcare,Walmart,USD,completed
387,5378,01/09/2023,-4071.73,Debit,cash,Amazon,Amazon,USD,Declined
388,5188,2024-01-01,1570.44,credit,Transfer,Transfer,Walmart,USD,Declined
389,5099,06/24/2023,-9438.08,DEBIT,health,Healthcare,Starbucks,CAD,PENDING
390,5311,"Sep 24, 2023",7372.94,CR,CASH,Amazon,Amazon,USD,failed
391,5084,29-Apr-2024,-9041.24,DR,hotel,hotel,Starbucks,USD,Complete
392,5237,06/02/2023,755.73,credit,ATM,ATM,CVS Pharmacy,USD,FAILED
393,5038,17-Oct-2023,3040.21,CR,Purchase,Purchase,Apple,USD,declined
394,5243,"Feb 04, 2023",3713.15,debit,shopping,null,CVS Pharmacy,USD,F
395,5364,11/28/2023,-7750.11,DR,TRAVEL,N/A,N/A,USD,pending
396,5048,05/13/2024,400.2,CR,shopping,null,Google,CAD,Completed
397,5395,01/10/2023,3258.81,CREDIT,Purchase,Purchase,Netflix,USD,COMPLETED
398,5171,2024-06-01,8451.18,Credit,Salary,unknown,Google,USD,FAILED
399,5303,"Oct 25, 2023",2703.33,credit,Travel,Travel,United Airlines,CAD,declined
400,5162,08/17/2023,-2853.38,debit,Airline,Travel,Amazon,USD,Complete
401,5231,02-Sep-2023,-4085.67,DEBIT,Healthcare,Healthcare,unknown,USD,PENDING
402,5298,08/07/2023,-8124.87,DR,payroll,Payroll,Apple,USD,failed
403,5220,23-Mar-2023,2333.92,credit,Purchase,Purchase,Google,USD,failed
404,5150,2023-09-21,-8606.66,Debit,healthcare,Healthcare,Netflix,USD,COMPLETED
405,5063,2023-01-04,-7397.54,DEBIT,Utilities,,Shell,USD,P
406,5063,2024-05-07,-3385.1,DR,payroll,Payroll,Spotify,EUR,COMPLETED
407,5075,"Dec 17, 2023",7744.76,CR,cash,null,null,USD,completed
408,5263,"Feb 17, 2024",1807.17,credit,utilities,N/A,CVS Pharmacy,USD,Pending
409,5329,13-Jan-2024,346.57,CREDIT,Utilities,,Shell,USD,FAILED
410,5004,19-Nov-2023,1274.62,credit,travel,Travel,Netflix,CAD,Failed
411,5017,11/21/2023,-5102.74,debit,UTIL,Apple,Apple,USD,Declined
412,5195,06-Jun-2023,8072.65,CREDIT,DD,,Google,USD,Completed
413,5014,19-Oct-2023,6762.39,credit,shopping,Starbucks,Starbucks,USD,declined
414,5064,07-Jul-2023,-7603.73,DEBIT,bills,Netflix,Netflix,USD,completed
415,5207,2023-02-11,884.1,debit,Salary,Payroll,Spotify,USD,declined
416,5245,2023-02-13,3857.49,Credit,hotel,Travel,Target,EUR,PENDING
417,5112,10-May-2023,9094.31,Credit,CASH,CASH,unknown,USD,PENDING
418,5281,"Sep 01, 2023",2005.36,Credit,F&D,United Airlines,United Airlines,USD,C
419,5128,08-May-2023,6159.56,credit,Medical,Medical,Google,USD,Failed
420,5095,"May 03, 2023",6755.44,Credit,utilities,utilities,Apple,USD,Complete
421,5142,04/26/2023,-6814.03,debit,restaurants,Food & Dining,Target,USD,Declined
422,5189,11/29/2023,6265.78,CR,medical,N/A,Target,USD,Pending
423,5097,"Sep 06, 2023",9016.91,DEBIT,HOTEL,Amazon,Amazon,USD,Complete
424,5212,24-Apr-2023,-2693.46,debit,PAYROLL,PAYROLL,Shell,USD,PENDING
425,5103,10/10/2023,2562.31,CR,Hotel,N/A,N/A,USD,pending
426,5113,05-Jun-2024,-2543.65,DEBIT,ATM,null,Netflix,USD,Completed
427,5033,20-Apr-2023,-2395.69,Debit,UTIL,,Amazon,USD,Failed
428,5175,"Jan 02, 2023",1780.85,DR,airline,Apple,Apple,USD,completed
429,5195,28-Apr-2024,3085.47,CREDIT,utilities,unknown,Netflix,USD,Complete
430,5221,2023-01-17,5369.44,debit,TRANSFER,Transfer,Google,MXN,failed
431,5281,"Mar 27, 2024",7011.49,credit,atm,ATM Withdrawal,Spotify,USD,C
432,5330,04/05/2024,3238.39,credit,Utilities,Utilities,Spotify,USD,PENDING
433,5353,2023-10-11,7194.84,CR,CASH,ATM Withdrawal,Shell,USD,P
434,5299,2023-08-23,4058.08,CREDIT,Payroll,Payroll,Target,USD,failed
435,5293,01/22/2023,-1635.48,debit,Direct Deposit,Whole Foods,Whole Foods,USD,PENDING
436,5032,04/05/2024,1278.76,CREDIT,bills,Utilities,United Airlines,EUR,Declined
437,5082,"Apr 30, 2024",1628.89,DR,Healthcare,Healthcare,Target,EUR,pending
438,5118,"Jun 20, 2023",8420.8,Credit,DD,Spotify,Spotify,USD,Pending
439,5134,08/08/2023,3855.85,CR,restaurants,Food & Dining,Walmart,USD,Complete
440,5378,06/30/2024,3749.37,Debit,WIRE,WIRE,Whole Foods,USD,declined
441,5026,06/04/2024,5120.99,credit,Xfer,Xfer,Netflix,CAD,Completed
442,5219,"May 17, 2024",7627.46,credit,utilities,Utilities,Walmart,USD,FAILED
443,5390,2023-11-26,6473.04,CREDIT,TRAVEL,Travel,,USD,F
444,5341,2023-01-25,3064.4,credit,food,,CVS Pharmacy,USD,F
445,5276,16-Jan-2024,6832.92,CREDIT,Food & Dining,Netflix,Netflix,USD,C
446,5082,2023-03-29,-6347.7,DEBIT,cash,Starbucks,Starbucks,USD,pending
447,5241,11-Feb-2023,-250.36,debit,medical,Healthcare,Apple,USD,Pending
448,5371,06/12/2024,3849.84,Credit,PAYROLL,Starbucks,Starbucks,USD,Pending
449,5339,"Feb 20, 2023",-7805.17,DR,SHOPPING,SHOPPING,Amazon,USD,Complete
450,5211,2024-04-16,9488.04,Debit,purchase,,Amazon,USD,C
451,5271,05/08/2023,-5943.37,Debit,Restaurants,unknown,Whole Foods,USD,FAILED
452,5392,12-Jul-2023,2544.83,credit,Wire,Wire,Spotify,USD,P
453,5293,"Nov 11, 2023",-1507.47,DR,Medical,Medical,Google,USD,completed
454,5159,15-Sep-2023,-8297.85,DEBIT,WIRE,Transfer,Shell,USD,COMPLETED
455,5207,"Aug 23, 2023",5163.41,Credit,SHOPPING,CVS Pharmacy,CVS Pharmacy,USD,pending
456,5144,"Oct 25, 2023",-6942.68,Debit,restaurants,Food & Dining,Target,USD,failed
457,5353,15-Dec-2023,6525.17,Credit,Restaurants,Restaurants,Whole Foods,GBP,Declined
458,5270,"Sep 21, 2023",-1161.59,Debit,Purchase,,Spotify,USD,FAILED
459,5064,19-Feb-2023,5636.92,Credit,utilities,utilities,United Airlines,USD,Completed
460,5209,"Feb 05, 2023",8722.32,CR,TRANSFER,null,Walmart,USD,F
461,5283,"Jun 21, 2024",-8659.44,debit,Food & Dining,Food & Dining,Shell,USD,P
462,5066,2024-06-20,6540.08,CR,restaurants,null,Spotify,USD,declined
463,5002,07-Aug-2023,5792.95,debit,Medical,Healthcare,Netflix,USD,P
464,5150,08/20/2023,-5034.41,debit,Bills,Bills,Google,USD,Failed
465,5309,2024-06-01,2282.11,CREDIT,ATM,Starbucks,Starbucks,USD,COMPLETED
466,5267,"Feb 22, 2024",5989.91,CREDIT,food & drink,N/A,United Airlines,USD,F
467,5381,02/17/2023,-7090.51,debit,TRANSFER,Amazon,Amazon,USD,pending
468,5204,04/01/2023,1463.77,CREDIT,F&D,Target,Target,USD,declined
469,5175,"Dec 31, 2023",4836.71,credit,F&D,F&D,CVS Pharmacy,USD,Failed
470,5108,06/21/2024,-7122.05,DEBIT,direct deposit,CVS Pharmacy,CVS Pharmacy,EUR,C
471,5122,03-May-2024,439.1,CREDIT,Cash,,,USD,FAILED
472,5356,2023-01-19,9435.32,credit,food & drink,null,Target,USD,C
473,5299,19-Jun-2023,-5679.98,DR,health,unknown,Apple,USD,completed
474,5268,30-Oct-2023,7443.76,Credit,cash,ATM Withdrawal,Walmart,USD,F
475,5257,2023-11-14,-8460.24,DEBIT,utilities,unknown,Netflix,EUR,Failed
476,5359,01/24/2023,-3781.54,debit,TRAVEL,TRAVEL,Starbucks,MXN,Pending
477,5344,"Jan 06, 2024",-1316.83,debit,bills,Utilities,Shell,USD,COMPLETED
478,5356,"Mar 20, 2024",-5218.35,Debit,Shopping,Target,Target,USD,completed
479,5282,01/27/2024,-3866.38,debit,Medical,Medical,Apple,EUR,F
480,5271,18-Nov-2023,-1142.65,DEBIT,purchase,Shopping,Starbucks,USD,Declined
481,5016,2023-06-18,-10.29,DR,airline,Travel,unknown,USD,Declined
482,5391,2024-02-01,772.45,CREDIT,Utilities,,,USD,P
483,5029,10/13/2023,-5984.06,debit,xfer,N/A,Netflix,GBP,failed
484,5211,"May 28, 2023",-2095.63,debit,food & drink,food & drink,Starbucks,USD,Completed
485,5366,2024-04-04,-3831.18,Debit,CASH,null,null,USD,FAILED
486,5321,30-Apr-2024,9328.85,credit,Healthcare,Healthcare,null,USD,Complete
487,5102,2023-07-27,848.19,CREDIT,airline,N/A,United Airlines,GBP,P
488,5041,"Apr 20, 2024",-8070.83,Debit,restaurants,Food & Dining,Amazon,USD,Complete
489,5385,03/08/2024,-4876.78,Debit,UTILITIES,null,Whole Foods,USD,completed
490,5342,"Oct 31, 2023",-5629.68,Debit,direct deposit,null,null,USD,P
491,5023,"Apr 07, 2023",2705.94,Credit,Medical,Healthcare,United Airlines,MXN,declined
492,5073,04/19/2024,8694.2,credit,TRAVEL,Travel,Spotify,EUR,failed
493,5100,09/25/2023,5439.37,CR,healthcare,healthcare,United Airlines,USD,declined
494,5059,"Jun 11, 2024",-6474.87,debit,cash,unknown,Amazon,USD,pending
495,5349,05/02/2023,6651.36,CR,HOTEL,Travel,Netflix,USD,Pending
496,5392,2023-01-03,1365.34,Debit,MEDICAL,null,Target,USD,failed
497,5338,2024-01-10,5121.67,credit,food & drink,food & drink,Target,USD,completed
498,5293,23-May-2023,-3780.94,debit,retail,Shopping,Spotify,USD,COMPLETED
499,5065,08-Feb-2023,323.12,Credit,purchase,Spotify,Spotify,USD,failed
500,5067,"Nov 02, 2023",6986.8,credit,purchase,Shopping,CVS Pharmacy,USD,FAILED
501,5336,03/27/2024,-8774.75,DR,wire transfer,Transfer,Apple,USD,declined
502,5316,"Apr 07, 2024",7412.58,credit,Salary,unknown,Netflix,USD,P
503,5077,22-Mar-2024,7952.09,Credit,TRAVEL,Travel,Amazon,CAD,pending
504,5330,"Jul 10, 2023",-493.73,debit,UTIL,United Airlines,United Airlines,USD,failed
505,5234,09-Feb-2023,-1596.07,Debit,food,food,Starbucks,USD,declined
506,5269,07-Feb-2024,1863.82,DEBIT,Hotel,N/A,Target,USD,Declined
507,5114,"Jul 19, 2023",3847.16,CREDIT,wire transfer,wire transfer,Shell,USD,declined
508,5176,03-Feb-2024,1633.47,Credit,cash,ATM Withdrawal,Spotify,USD,Complete
509,5259,19-Apr-2023,3475.77,CR,Medical,Healthcare,Netflix,USD,Failed
510,5165,"May 14, 2024",2130.74,credit,direct deposit,,Walmart,USD,COMPLETED
511,5025,2023-07-23,2242.94,credit,retail,Starbucks,Starbucks,USD,C
512,5233,2023-04-21,3114.45,CREDIT,purchase,purchase,CVS Pharmacy,EUR,F
513,5219,2024-04-03,-153.52,Debit,Shopping,Walmart,Walmart,USD,COMPLETED
514,5234,01/28/2024,-5334.55,Debit,WIRE,Target,Target,USD,pending
515,5084,"May 21, 2023",-7686.62,DR,retail,null,Spotify,USD,P
516,5227,"Oct 14, 2023",1313.94,CREDIT,PAYROLL,Shell,Shell,USD,F
517,5163,22-Oct-2023,1225.39,credit,cash,ATM Withdrawal,United Airlines,USD,COMPLETED
518,5004,02/10/2023,7615.6,Credit,DINING,Food & Dining,Whole Foods,USD,F
519,5167,2023-11-21,-53.91,debit,Xfer,Target,Target,USD,C
520,5146,06/16/2024,5571.53,CR,medical,N/A,Google,USD,PENDING
521,5327,03/27/2024,-1423.04,Debit,Salary,Salary,Walmart,GBP,FAILED
522,5279,2023-04-19,-7945.38,Debit,atm,ATM Withdrawal,Spotify,CAD,pending
523,5379,01/09/2023,3946.58,Credit,Xfer,unknown,Netflix,USD,pending
524,5266,31-Mar-2023,7475.98,CR,TRAVEL,Google,Google,USD,PENDING
525,5070,01/24/2024,5427.01,credit,ATM Cash,ATM Withdrawal,Apple,EUR,pending
526,5028,07/06/2023,6131.85,CR,travel,travel,Google,USD,Declined
527,5015,"Nov 30, 2023",1475.17,Credit,atm,Walmart,Walmart,USD,failed
528,5300,03/19/2023,5255.24,CREDIT,Direct Deposit,Whole Foods,Whole Foods,EUR,P
529,5158,01-Oct-2023,4646.99,CR,Healthcare,Healthcare,United Airlines,USD,Completed
530,5293,"Dec 07, 2023",5487.71,CR,direct deposit,Payroll,CVS Pharmacy,USD,COMPLETED
531,5293,"Jun 28, 2023",1540.69,CR,travel,Whole Foods,Whole Foods,USD,COMPLETED
532,5297,2024-06-15,1418.63,credit,utilities,utilities,United Airlines,USD,COMPLETED
533,5020,15-Feb-2023,5762.9,CR,salary,Whole Foods,Whole Foods,USD,COMPLETED
534,5122,08-Feb-2024,1919.75,DEBIT,Food & Dining,Food & Dining,Spotify,USD,PENDING
535,5035,12/22/2023,8284.19,credit,atm,Apple,Apple,USD,failed
536,5013,2023-04-05,4541.23,Credit,Direct Deposit,,Whole Foods,USD,PENDING
537,5043,2023-08-04,-5783.01,debit,travel,N/A,Target,MXN,pending
538,5239,2023-05-23,5755.85,credit,food,food,United Airlines,USD,declined
539,5093,02/12/2023,4242.22,CR,Transfer,Transfer,Spotify,USD,C
540,5293,07/17/2023,-3205.14,Debit,medical,Walmart,Walmart,USD,COMPLETED
541,5052,04/03/2023,-7503.66,Debit,Payroll,Payroll,Shell,USD,Failed
542,5147,2024-01-20,7980.08,CREDIT,ATM,ATM,Walmart,USD,FAILED
543,5342,12/20/2023,-6598.63,debit,ATM Cash,Walmart,Walmart,USD,Complete
544,5218,01/03/2024,3484.19,Debit,retail,Shopping,Walmart,USD,COMPLETED
545,5247,2023-02-25,3437.95,Credit,Healthcare,unknown,Target,USD,FAILED
546,5370,29-Mar-2023,8188.8,Debit,medical,Walmart,Walmart,EUR,C
547,5082,08-Jan-2023,6748.44,Credit,utility,,Spotify,USD,PENDING
548,5289,07-Apr-2024,8484.01,credit,Retail,Apple,Apple,USD,C
549,5218,2023-06-26,4556.45,CR,UTIL,Utilities,unknown,GBP,F
550,5061,2024-06-10,-1969.38,DR,Transfer,,Starbucks,USD,COMPLETED
551,5217,2024-06-12,4910.58,CREDIT,Food & Dining,Food & Dining,Spotify,USD,Pending
552,5361,03/04/2023,1857.92,credit,travel,N/A,N/A,MXN,completed
553,5025,10/22/2023,9061.98,Credit,retail,Shopping,Google,USD,Completed
554,5290,21-Mar-2024,5051.54,CREDIT,ATM Withdrawal,unknown,United Airlines,USD,Completed
555,5105,04-May-2023,1890.97,Credit,food & drink,unknown,CVS Pharmacy,USD,declined
556,5202,2024-03-23,-3356.37,Debit,ATM,unknown,unknown,EUR,pending
557,5213,"Mar 11, 2024",-9168.3,debit,xfer,,,USD,completed
558,5130,02/08/2023,5563.28,credit,Restaurants,Food & Dining,Shell,USD,Pending
559,5089,"Feb 13, 2023",7674.6,CR,Payroll,Payroll,Netflix,USD,failed
560,5034,2023-07-23,-6509.29,DR,HOTEL,HOTEL,United Airlines,USD,Complete
561,5249,10/21/2023,4559.49,Credit,dining,dining,United Airlines,USD,FAILED
562,5353,06/11/2024,9458.87,debit,payroll,Payroll,United Airlines,USD,Complete
563,5240,22-Feb-2023,-1004.96,Debit,TRAVEL,Travel,Apple,USD,Declined
564,5280,"Mar 27, 2023",6501.6,CR,UTIL,Utilities,Walmart,USD,FAILED
565,5276,2024-05-30,-7745.71,DR,Payroll,null,Target,USD,declined
566,5183,06/18/2024,9337.15,CREDIT,bills,Utilities,Netflix,USD,F
567,5014,2023-09-23,4506.45,credit,F&D,United Airlines,United Airlines,USD,Failed
568,5207,04/04/2023,-4854.02,DEBIT,transfer,unknown,Netflix,USD,FAILED
569,5386,"Feb 06, 2024",2538.51,Credit,Travel,Travel,Walmart,USD,Pending
570,5219,2023-02-15,1682.6,Credit,airline,null,Shell,USD,Failed
571,5338,"Feb 12, 2024",-6080.35,DR,ATM Withdrawal,ATM Withdrawal,United Airlines,USD,FAILED
572,5136,15-Mar-2024,4304.61,credit,Restaurants,Food & Dining,unknown,USD,pending
573,5073,06/13/2023,7220.71,DR,retail,N/A,N/A,USD,P
574,5205,"Jun 29, 2024",-391.29,DEBIT,bills,Utilities,Netflix,USD,pending
575,5012,03/06/2023,702.53,credit,xfer,xfer,Spotify,USD,FAILED
576,5209,21-Apr-2023,-4514.07,debit,utilities,N/A,N/A,USD,P
577,5262,04/07/2023,-7407.93,Debit,Medical,CVS Pharmacy,CVS Pharmacy,USD,completed
578,5316,"Apr 10, 2023",6178.06,DEBIT,Medical,unknown,Walmart,USD,declined
579,5383,03/08/2023,-2458.31,debit,CASH,ATM Withdrawal,CVS Pharmacy,USD,C
580,5041,"Mar 29, 2024",4911.71,Credit,Salary,United Airlines,United Airlines,USD,P
581,5217,12-Sep-2023,-5876.56,DR,Health,Spotify,Spotify,USD,F
582,5338,"Feb 20, 2023",5830.51,Debit,TRANSFER,Transfer,Whole Foods,USD,Pending
583,5059,03/14/2023,4014.16,Credit,travel,unknown,Shell,USD,FAILED
584,5332,09-May-2023,-3113.38,DR,xfer,xfer,,USD,C
585,5272,"Sep 14, 2023",-2787.22,DR,ATM,null,Google,USD,PENDING
586,5211,21-Feb-2023,-4140.7,DEBIT,purchase,Shopping,CVS Pharmacy,USD,Failed
587,5231,12-Nov-2023,-1827.54,debit,shopping,N/A,Shell,USD,declined
588,5196,05/14/2023,3978.55,debit,ATM Cash,ATM Withdrawal,Shell,USD,Completed
589,5356,"Mar 11, 2024",1774.82,DEBIT,ATM Cash,CVS Pharmacy,CVS Pharmacy,USD,pending
590,5069,20-Nov-2023,264.59,credit,Wire,,Netflix,GBP,Completed
591,5004,01/16/2023,5594.11,CR,WIRE,Transfer,Target,USD,COMPLETED
592,5296,"Jan 02, 2024",-8844.43,Debit,Travel,Travel,Target,USD,COMPLETED
593,5374,"Apr 24, 2023",1937.76,CR,ATM,ATM Withdrawal,Shell,USD,PENDING
594,5284,12/25/2023,-9342.33,Debit,ATM Withdrawal,Google,Google,USD,declined
595,5130,06-Jan-2024,-299.61,DEBIT,Payroll,Payroll,CVS Pharmacy,USD,Declined
596,5101,"Mar 20, 2023",8972.47,CR,transfer,Transfer,Spotify,USD,PENDING
597,5225,"Feb 12, 2024",-6313.07,Debit,utilities,utilities,Netflix,USD,Declined
598,5038,01-May-2024,120.84,credit,Purchase,Amazon,Amazon,USD,FAILED
599,5326,07/19/2023,5784.76,Credit,F&D,Netflix,Netflix,USD,Failed
600,5118,"Dec 05, 2023",113.23,credit,UTIL,,United Airlines,USD,P
601,5147,2024-06-10,3281.39,DEBIT,Wire,Wire,United Airlines,USD,Declined
602,5274,06-Jan-2024,5726.69,credit,WIRE,WIRE,Apple,USD,failed
603,5306,"May 07, 2023",-4337.23,DEBIT,cash,cash,Spotify,USD,declined
604,5392,03/04/2023,4572.31,CR,DD,CVS Pharmacy,CVS Pharmacy,USD,pending
605,5120,02/07/2023,-6749.78,Debit,Wire,Wire,Target,USD,Failed
606,5053,2023-06-04,-286.76,Debit,WIRE,WIRE,Netflix,USD,COMPLETED
607,5075,2023-05-05,142.56,debit,food,Food & Dining,United Airlines,USD,declined
608,5016,2024-06-04,1157.05,DEBIT,Hotel,Hotel,Starbucks,USD,declined
609,5284,10/24/2023,-2318.46,debit,Purchase,Purchase,Netflix,USD,Pending
610,5159,02/23/2024,6425.0,Credit,purchase,Shopping,United Airlines,USD,Pending
611,5143,2023-12-04,-7924.03,debit,medical,Healthcare,Walmart,USD,declined
612,5332,"Feb 07, 2024",8241.42,Credit,SHOPPING,null,null,USD,completed
613,5205,03-Oct-2023,4967.01,Credit,Travel,Travel,Whole Foods,CAD,pending
614,5274,2024-02-19,5766.26,Credit,Cash,unknown,Netflix,USD,P
615,5350,"May 11, 2024",292.0,DR,wire transfer,unknown,Spotify,USD,Completed
616,5355,2023-08-31,8961.1,CR,ATM,ATM Withdrawal,Starbucks,GBP,F
617,5293,13-Jan-2024,7447.88,CREDIT,ATM,ATM Withdrawal,CVS Pharmacy,USD,failed
618,5383,05/22/2023,3659.03,credit,Airline,Apple,Apple,USD,completed
619,5312,"Feb 17, 2024",2530.31,CR,Cash,ATM Withdrawal,Walmart,USD,F
620,5363,28-Sep-2023,8704.44,CREDIT,SHOPPING,null,Amazon,CAD,F
621,5259,2023-05-10,1200.99,CR,DINING,Food & Dining,Amazon,USD,failed
622,5205,08/13/2023,2614.26,Credit,Retail,Retail,CVS Pharmacy,EUR,declined
623,5287,2023-12-02,555.84,Debit,Payroll,Payroll,Whole Foods,USD,pending
624,5038,02/03/2024,4574.49,debit,Shopping,null,Spotify,GBP,declined
625,5056,2023-03-30,-4060.91,debit,shopping,shopping,CVS Pharmacy,USD,Complete
626,5023,2023-02-03,7691.98,debit,travel,Google,Google,USD,P
627,5365,12/02/2023,7702.11,CR,Direct Deposit,unknown,Spotify,CAD,Pending
628,5068,21-Sep-2023,7277.15,credit,salary,Payroll,Whole Foods,USD,Complete
629,5395,14-Mar-2023,3157.42,DR,Restaurants,Restaurants,N/A,USD,declined
630,5373,"Jan 04, 2024",4978.65,Credit,Airline,Travel,Target,USD,pending
631,5140,03/21/2024,4254.7,Credit,F&D,Netflix,Netflix,USD,COMPLETED
632,5163,22-Aug-2023,-8623.75,DEBIT,health,Healthcare,Shell,USD,PENDING
633,5228,10/11/2023,3421.65,CREDIT,F&D,F&D,United Airlines,USD,Failed
